seqnames	start	end	width	strand	Conc	Conc_sp	Conc_control	Fold	p.value	FDR
chr13	93762688	93763088	401	*	2.60801337771898	3.61604011167584	1.59182467933245	1.69771564025455	6.25926973629804e-05	0.000902005478070093
chr2	148817160	148817560	401	*	4.32768624383356	5.02511274459987	3.79067084267779	1.07434551547409	6.34800074944603e-05	0.000909379278959103
chr2	44618252	44618652	401	*	2.66063412681147	3.73254989823425	1.50506303844874	1.81887763502129	6.41227050387275e-05	0.000915876512677046
chr12	30110900	30111300	401	*	3.88884897959516	4.6485547476821	3.27494774939828	1.17303471115966	6.48679838965098e-05	0.000923796405961472
chr13	37293251	37293651	401	*	1.78587221845862	3.04333636278552	0.0709750611646536	2.33931531402287	6.52400908843634e-05	0.000925176116880505
chr4	108333487	108333887	401	*	2.93659919201558	3.86812283110783	2.06451077256098	1.52628191135847	6.61520407872678e-05	0.000932483788913975
chr17	5191735	5192135	401	*	5.07201934935849	5.71519996525647	4.59631526621261	0.993558050766935	6.68954448567692e-05	0.000940225671978161
chr10	548405	548805	401	*	3.16971044871072	4.10226043446288	2.29582882494742	1.45030058537455	7.01721032086536e-05	0.000974959322055382
chr10	78716069	78716469	401	*	2.76323632413992	3.80237823624053	1.68161490788156	1.66083203710534	7.11436837463894e-05	0.000980213122841348
chr16	17222926	17223326	401	*	2.99892221399926	3.90142512438428	2.17613049974831	1.44759832144189	7.2709285455862e-05	0.000993112440556513
chr3	84209550	84209950	401	*	2.08376291875476	3.20905911969064	0.794881931383887	2.05440440189334	7.66117815597299e-05	0.00103473987813727
chr10	123681306	123681706	401	*	2.27084850178437	3.38815219345755	1.00305441272172	1.9776788734638	7.7453114969934e-05	0.00104174439634561
chr18	9760662	9761062	401	*	1.94845383444192	3.17544472842076	0.347280263057596	2.3662550859046	7.82298929219598e-05	0.00104927740035493
chr10	83539942	83540342	401	*	1.66211813273693	2.94344947873314	0	2.54322970796768	8.08122965648036e-05	0.00107498115375489
chr5	1229846	1230246	401	*	3.94280721096257	4.66110726101336	3.38084208194533	1.06499089000151	8.13083384329296e-05	0.00108009595251645
chr15	79065837	79066237	401	*	4.66139133481017	5.29347851011342	4.19763773565824	0.963557520481174	8.19795519839617e-05	0.0010860328063101
chr12	122404869	122405269	401	*	2.44330401978138	3.56382123707699	1.16708261354096	1.80229192840147	8.3306604986769e-05	0.00109611571017917
chr9	26820977	26821377	401	*	2.59547016819539	3.5755510207017	1.6345019119731	1.61355622409044	8.53176972300611e-05	0.00111650889185934
chr21	16588394	16588794	401	*	5.01193282944508	5.56982429958298	4.62346773622074	0.852868013172577	8.58842225438098e-05	0.00112240595292072
chr3	54324184	54324584	401	*	3.10161113952389	3.95370772664798	2.35847409766447	1.33633899768337	9.12053706822159e-05	0.00117578824907004
chr13	35984791	35985191	401	*	4.83181403747724	5.43820359667131	4.39502643893621	0.92837447687839	9.16934222279556e-05	0.00117766458999406
chr6	11785450	11785850	401	*	2.7265764527418	3.66709576576519	1.83865072764095	1.54871650394624	9.24568314461116e-05	0.0011843279837621
chr2	5520616	5521016	401	*	2.80513901035221	3.80976872256921	1.79583477486763	1.64245602102484	9.56174583806939e-05	0.00121676671085235
chr21	20301426	20301826	401	*	1.55913390990736	2.92144568266262	0	2.70869481371944	9.75785004155606e-05	0.00123200808086609
chr2	153543731	153544131	401	*	2.77258078642026	3.74205181895178	1.83176642885245	1.5423227308879	0.000103140116026014	0.00128216801488565
chr12	120234759	120235159	401	*	4.915163985461	5.55274648437185	4.44551436902403	0.973005546560208	0.000104434786691288	0.00129379694599254
chr6	98380567	98380967	401	*	2.36070971260762	3.47983825264081	1.08813839187083	1.85705860503421	0.000107395435034595	0.0013231773446247
chr9	68940552	68940952	401	*	2.24796675143211	3.32680516682457	1.07605453619032	1.81657408029499	0.000111556008851453	0.00136230566168659
chr9	95132923	95133323	401	*	2.7440342983387	3.72953316112437	1.77260649336204	1.54777302795242	0.000112689666749442	0.00136752723408721
chr3	136802513	136802913	401	*	3.02218393428544	3.93338996072725	2.18488774104714	1.39932614310292	0.000112905168527391	0.00136842759952348
chr21	31927733	31928133	401	*	3.22929400583816	4.06417708732788	2.51177831832045	1.30016945101568	0.000116302880298417	0.00139580816112765
chr12	82866321	82866721	401	*	2.79314402586352	3.75335448755035	1.86957492253292	1.47957133101804	0.000116817786088869	0.00140007851545125
chr6	49406355	49406755	401	*	2.19658294624254	3.29402883508278	0.979401781309783	1.87448282109607	0.000125014510138601	0.00147279868148687
chr2	207338259	207338659	401	*	3.09144636322856	3.93248953016876	2.3648489355555	1.34669260201175	0.000126340338229401	0.0014830058611073
chr7	2934960	2935360	401	*	2.91338298614116	3.86951299290904	1.99731298895831	1.50959776013806	0.000128288327874709	0.00149860575046886
chr2	21814796	21815196	401	*	2.41891265667702	3.44891624318187	1.35696605096414	1.68331103903783	0.000129139791704881	0.00150169866841339
chr10	17423418	17423818	401	*	1.90337721988558	3.04181283635034	0.57888276056425	2.02814158120836	0.000129451700325965	0.00150312981529573
chr1	80365529	80365929	401	*	2.09697386140119	3.21002720774607	0.840222527711098	1.82460137952122	0.000133272962439079	0.00154195384499408
chr4	8263965	8264365	401	*	2.90261221256084	3.80014719444668	2.08799633248461	1.39971192486581	0.000143192342671567	0.0016237408037839
chr2	45242398	45242798	401	*	3.67562228508339	4.44200283859331	3.05302710410145	1.17203987863431	0.000147657797167724	0.00165308451765577
chr7	26574440	26574840	401	*	1.61120429862184	2.94508044185626	0	2.46851256561833	0.000151049060318612	0.00168268615792732
chr15	36756574	36756974	401	*	3.39446222224323	4.24610252850828	2.65201421816755	1.30003685907437	0.000156491618102152	0.00173791838268491
chr3	147397209	147397609	401	*	4.05990075452148	4.75377539020498	3.52705278605602	1.06647465965311	0.000157392342936596	0.00174591918556472
chr7	65798243	65798643	401	*	2.78631337065084	3.70540383084363	1.93567316861367	1.51922868633101	0.000165888610105109	0.00181726843920575
chr10	82889791	82890191	401	*	3.67030162768937	4.46513719757422	3.00957628290812	1.17754004793656	0.000169005929486942	0.00184100497317385
chr22	27242907	27243307	401	*	1.9484672483444	3.08119195053539	0.639599873038993	2.00289545437399	0.000171313011736616	0.00185637779954642
chr17	65414073	65414473	401	*	4.12664385456156	4.83568662707326	3.57584164076499	1.06072933415061	0.000185659145488926	0.00196508562994159
chr7	89085405	89085805	401	*	2.39722923893701	3.41977709926149	1.35104795783342	1.62706942865958	0.000185725772504588	0.00196508562994159
chr2	43152153	43152553	401	*	3.13695439601292	3.95355291842077	2.44584113701031	1.27423504718779	0.000192752968183409	0.00202015123797417
chr2	52866956	52867356	401	*	1.97857053664441	3.06328297941256	0.792583248938232	1.8617140894656	0.000192967259063916	0.00202021074245942
chr13	76619512	76619912	401	*	2.31584992518931	3.38906829162377	1.15722408766663	1.75093479783472	0.000193744024656401	0.00202309295654009
chr13	29884977	29885377	401	*	3.26140035150599	4.07322506228713	2.577047385178	1.2188803611824	0.000202910672094485	0.00209041164740744
chr4	20041772	20042172	401	*	2.47495855967273	3.4934896819448	1.43716656986308	1.55772377134998	0.000209361314809231	0.0021329631585534
chr8	101949785	101950185	401	*	2.96928583572113	3.86668752715453	2.1548882914127	1.32630755344577	0.000212632147635984	0.00215760933837947
chrX	1778760	1779160	401	*	2.03838465211733	3.15572621899332	0.770491632251006	1.77094830526281	0.000212775394274307	0.00215760933837947
chr7	18580889	18581289	401	*	2.07797020891458	3.17239706088542	0.868271248779735	1.86294142644531	0.000217076031129873	0.00219203783676923
chr8	86721882	86722282	401	*	2.82268736569497	3.70567961378939	2.03158372600542	1.38234076712001	0.000217541878647823	0.00219234241031247
chr1	2255850	2256250	401	*	4.14311527148925	4.8638787993776	3.57815278322845	1.04751091229416	0.000217558969053106	0.00219234241031247
chr4	80307137	80307537	401	*	2.51651885348729	3.50711863084899	1.53513752228221	1.50725679111649	0.000220429211186025	0.00221665262837536
chr9	107176275	107176675	401	*	2.76148703721628	3.70577152972408	1.8668509036797	1.43702550199179	0.000229902048449497	0.00230234895262144
chr15	33094330	33094730	401	*	2.21095425956837	3.31207673326602	0.984587185342413	1.74488153226136	0.000244613022786799	0.0024245982729451
chr4	25014743	25015143	401	*	2.96817176624393	3.83432514998177	2.20353569155485	1.29353064556591	0.000251258286031183	0.00247023882429033
chr5	67287852	67288252	401	*	3.45475178746653	4.21881753670549	2.83518215278091	1.18234897000097	0.000256945587427804	0.00250554926277813
chr3	186921583	186921983	401	*	2.35474964661958	3.43505614533875	1.17933788479907	1.64076348561838	0.00026021566779636	0.00252751106012031
chr2	210814310	210814710	401	*	2.79909862925901	3.66719017301112	2.03145633751426	1.29268696056414	0.000261410352332993	0.00253657099398067
chr3	131505434	131505834	401	*	3.3651324143097	4.16541866851564	2.69689881800409	1.17482448356749	0.000262089285034513	0.00253673953291179
chr7	130273191	130273591	401	*	5.12468113420428	5.66425757213256	4.75364532802439	0.814211089726574	0.000263875123095833	0.00254537048284089
chr1	83114445	83114845	401	*	1.96216364052889	3.12138186456897	0.578777818768835	1.97135405969138	0.000264682783583311	0.00254537048284089
chr6	80467005	80467405	401	*	1.64524780378657	2.87860275512434	0.0212468561758024	2.07084557396125	0.000272976168692361	0.00260700317319214
chr6	116462011	116462411	401	*	3.67602846658406	4.42743684904169	3.07280675032531	1.10029823396474	0.000284286463280605	0.00266250494236884
chr1	199976538	199976938	401	*	2.22108643271792	3.27667666490986	1.10303539434376	1.6584470859852	0.000292481645975375	0.00271884919610772
chr18	27785952	27786352	401	*	2.3603489384613	3.40529327499535	1.26602831712994	1.58134785189952	0.000299994800283236	0.00276992766224372
chr4	181158862	181159262	401	*	2.89155012205091	3.74187254693824	2.15108920668568	1.27730905315937	0.000300745879648719	0.00277109714416574
chr6	129583927	129584327	401	*	2.80346129469072	3.65300414715447	2.06417367111725	1.32774809189298	0.000301673310728914	0.0027735564045182
chr5	5891392	5891792	401	*	2.66543266758278	3.61530954972209	1.76073897388924	1.46290931908769	0.000302493699585828	0.00277663411070062
chr18	109294	109694	401	*	6.74319281283211	7.23690921888196	6.41397205708778	0.740481990742922	0.000303674742820516	0.00278220076582203
chr7	20013813	20014213	401	*	2.29634960810901	3.36002188433507	1.15989907350107	1.61371971485033	0.000305921250294893	0.00280013363691469
chr10	127063617	127064017	401	*	1.67496256560754	2.85640748577722	0.22480288878053	2.03235633464362	0.000309636116130532	0.0028261226659831
chr3	24953350	24953750	401	*	1.93637271586718	3.06449732628601	0.639926605522819	1.79929455479483	0.000328957605807688	0.00295512565365645
chr14	75410460	75410860	401	*	3.0745815064643	3.88969766561487	2.38557324283898	1.22551417240103	0.000333142619768006	0.00298268929776322
chr15	23763153	23763553	401	*	3.37004245700551	4.16568598709981	2.70820840735448	1.16551308136734	0.00033517890927714	0.00299711224140335
chr3	68666689	68667089	401	*	2.07338071198827	3.10020595193586	1.01818585195061	1.74492236960835	0.000336516451244306	0.00300629641499065
chr10	101322613	101323013	401	*	4.25494134768013	4.91184734839668	3.76418354764544	0.965001751260532	0.000355451639971469	0.00313782468685844
chr7	158414602	158415002	401	*	3.35089877984634	4.10163643811324	2.74853423621371	1.16954091394571	0.000358271204481216	0.00314836510362622
chr11	99366505	99366905	401	*	2.76869869756402	3.64188985604034	1.99309705649996	1.32911711953171	0.000365458733734444	0.00319702111787205
chr18	29773277	29773677	401	*	1.89138854346159	3.02634244182098	0.576448773613749	1.76320898004999	0.000372689679263724	0.00324270157591186
chr2	49371356	49371756	401	*	2.20602832678737	3.27821866537165	1.04981411092231	1.62824682113838	0.000379207401822235	0.00328781629787242
chr1	247342743	247343143	401	*	3.6043412560472	4.3352704411712	3.02688892134714	1.08553321094512	0.000382842492384828	0.0033102202645131
chr4	93373881	93374281	401	*	2.52236959157174	3.49391555098312	1.57764748743332	1.45238674224086	0.000388047124004881	0.00334065469525701
chr4	88575262	88575662	401	*	1.61369810544724	2.81172875543187	0.110901089821198	2.09215199626751	0.000388087209021493	0.00334065469525701
chr2	200320351	200320751	401	*	2.77637721160662	3.69371763311559	1.92871585417375	1.34086259104053	0.00039460586462692	0.00338173733897973
chr10	25816397	25816797	401	*	3.85277777554802	4.52830803934664	3.34110386332046	0.987654420384194	0.000447897485401457	0.00372632237854614
chr14	45377232	45377632	401	*	1.95861608336967	3.04543945338371	0.767522827968212	1.75530778541094	0.000456046456915963	0.00378761053925745
chr6	145067442	145067842	401	*	3.13015304976314	3.88913117464432	2.51719399994364	1.19311157954467	0.000466148130030303	0.00385497736226597
chr11	29538406	29538806	401	*	2.20772101392175	3.25986464879376	1.09741471639554	1.6651440049149	0.00047154540422327	0.0038916657023069
chr18	107538	107938	401	*	5.4397245853666	5.96390378516758	5.08301267756512	0.780393769680115	0.000471903906448084	0.0038916657023069
chr2	159609910	159610521	612	*	2.06078813589354	3.11993860688774	0.934673488460485	1.6492654446166	0.000477335044315043	0.00391406652764341
chr7	29157038	29157438	401	*	3.44703778220915	4.24420941415544	2.78310279578545	1.15289149922068	0.000482433150453661	0.00393919277318149
chr2	77201714	77202114	401	*	2.15480272729978	3.2260856588794	1.00071240357176	1.60163520902028	0.000483549812855763	0.00394498431987802
chr17	4899259	4899659	401	*	3.35432818204127	4.1286766062527	2.72123237918038	1.08029196805002	0.000484611258077355	0.00394699362760396
chr20	8473525	8473925	401	*	2.81329544268882	3.74325838605567	1.94392712534812	1.36205140249611	0.000488026408453971	0.00396813412213959
chr13	65940678	65941078	401	*	2.35355561538549	3.37582798514806	1.30795202825189	1.51603412525247	0.000489625436166075	0.00397446162936485
chr5	12182954	12183354	401	*	3.09489481219391	3.85752214170618	2.47719962267267	1.17923030176926	0.000515383928097324	0.00413455891736585
chr6	92635664	92636064	401	*	2.28557029613517	3.24537761207068	1.36274478297725	1.47324261503178	0.000515752496094377	0.00413455891736585
chr16	58366233	58366633	401	*	2.30523101072291	3.30930471695563	1.29704892649898	1.56349009688343	0.000518968488597701	0.00415346350709102
chr18	13424370	13424770	401	*	3.03385907302633	3.86804069828984	2.31737147009195	1.21858532415688	0.000531669094030759	0.00422716215648101
chr12	33324007	33324407	401	*	2.35627682750919	3.32704419617619	1.413022957157	1.38328484247527	0.000541384494273428	0.00427981015717867
chr13	39341125	39341525	401	*	2.44194973042908	3.68328724383752	0.788648837544152	2.05291362003556	0.000555143699632467	0.00436010672120098
chr17	17937514	17937914	401	*	2.98950991460852	3.8238110501594	2.27284723931457	1.18156111088959	0.00057024556232588	0.00443996476166509
chr12	2403414	2403814	401	*	2.56155642641073	3.49136544282117	1.69245594811367	1.36808899823174	0.000570354828945825	0.00443996476166509
chr3	100066178	100066578	401	*	2.41320842551035	3.35967142955352	1.51466733999498	1.42347932166238	0.000575188846327505	0.00447040833694668
chr10	52108152	52108552	401	*	1.80644259866292	2.94492470505562	0.481819973883083	1.85853040715349	0.000579370964389447	0.0044956958486758
chr7	81721529	81721929	401	*	1.51682919975106	2.693532252869	0.0812643575435415	1.95565228245503	0.00058137130146842	0.00450760583140126
chrX	24268764	24269164	401	*	2.84063526031688	3.6794668110152	2.11730944062063	1.2592916884024	0.000613198187221022	0.0046860100118774
chr12	4962578	4962978	401	*	2.44303832073251	3.38969401963039	1.54415103861079	1.39727513769275	0.000613575040795182	0.0046860100118774
chr11	92717253	92717653	401	*	3.34708360555748	4.06238831703167	2.78874772757061	1.09401625130268	0.000628790404355203	0.00476836826607344
chr3	50373618	50374018	401	*	3.89601477459443	4.58362628720052	3.37046138947804	0.948875707826346	0.000639571806145825	0.00483121167762572
chr2	70124952	70125352	401	*	4.82393826413189	5.31839611248634	4.49406138352854	0.76481360523521	0.000646581480745135	0.00487275880119524
chr6	137824151	137824551	401	*	4.06016504724435	4.67993168783725	3.6094629793196	0.901482472513485	0.000653523970717815	0.0049097952928094
chr21	24780914	24781314	401	*	2.33776370832765	3.27858947299277	1.44929363499703	1.38181018588166	0.000658660904203103	0.00493586409823217
chr1	37073831	37074231	401	*	2.22720908544302	3.20963835007874	1.26172131330135	1.45342835775495	0.000659124118088316	0.00493586409823217
chr15	33242163	33242563	401	*	2.73960306752485	3.60183346797972	1.98102041860828	1.25525721311751	0.000664473947417515	0.00495744661540155
chr6	41677434	41677834	401	*	4.06289766502082	4.66690693273782	3.62855857123646	0.951198758148539	0.000692992364956733	0.00512285348262672
chr11	92628628	92629028	401	*	3.39533495520314	4.16688392930336	2.7659437977978	1.06288433113635	0.000696210257727404	0.00513097422818278
chr5	141814553	141814953	401	*	4.74326671302512	5.27362100252212	4.38084558578445	0.779047441220643	0.00074022996961817	0.00541135467750915
chr18	60452403	60452803	401	*	2.3770897866804	3.31081225287875	1.50115534162264	1.35032345045083	0.000742646715171269	0.0054236732954137
chr3	58483275	58483675	401	*	2.42875090935206	3.42083765176901	1.44444838905917	1.41086557207902	0.000743980216423513	0.0054293175703431
chr2	31008523	31008923	401	*	4.00311714721938	4.64237014763285	3.53166596739297	0.931838929784279	0.000745634451246662	0.00543320092240231
chr11	17263790	17264190	401	*	2.13145894767972	3.12096836098004	1.15221401019496	1.49607078784313	0.000770286550701228	0.00558342436900501
chr2	6854510	6854910	401	*	2.15619615930221	3.22863833709159	0.999391692476847	1.5765507953064	0.000777316039411729	0.00561336951951021
chr11	40825452	40825852	401	*	1.65118883822177	2.78933956993713	0.327479422885432	1.85335047502572	0.000779930804616033	0.00562805507593269
chrX	460930	461330	401	*	2.73935229090462	3.59061496753306	1.99747413854497	1.26701549977332	0.000791856798996417	0.00568868044620275
chr7	154204790	154205190	401	*	1.8840256933077	2.94282572573083	0.758707644593327	1.56115190589355	0.000818337309802336	0.00580569854075152
chr4	63906798	63907198	401	*	2.44309463861159	3.38815219345755	1.54707468565841	1.35176832840405	0.00084865229461471	0.0059682997974211
chr15	37221120	37221520	401	*	2.95883613734599	3.72822456479948	2.33229274919397	1.14250953434555	0.000860564823162516	0.00603392912091642
chr18	38087470	38087870	401	*	1.98168567713567	3.0246534894488	0.891709193489078	1.58719350569085	0.000866322941098166	0.00605300964040017
chr4	98433704	98434104	401	*	3.17644798685106	3.9546723655237	2.53819525580533	1.09710011493103	0.000869661143114758	0.0060651591497689
chr1	34590180	34590580	401	*	3.35426426023591	4.10142685197203	2.75645331711424	1.06322949881787	0.000877292978075836	0.00609448005716384
chr22	27022933	27023333	401	*	3.74194197517506	4.3962090838793	3.25410184730517	0.936204321158985	0.000888599188417604	0.00613674987812525
chr1	104991692	104992092	401	*	3.41704608643131	4.11076334571098	2.88438225388705	1.00400339491451	0.0009041250858776	0.00620960803662318
chr8	88809143	88809543	401	*	1.85013912608911	2.92160397458521	0.695623362080052	1.6272382361675	0.000908110605836074	0.0062281466762865
chr15	74300092	74300492	401	*	3.67433690674069	4.3658579228796	3.14423821519606	1.0181056623397	0.000931051801067675	0.00634504267525641
chr3	128076597	128076997	401	*	4.48847141098734	5.44274571237101	3.57579202250627	1.37210140989249	0.000950789559283394	0.00643427399867253
chr3	89032610	89033010	401	*	2.36014997134284	3.27692414493084	1.51345037036498	1.32196095130137	0.000955003856611767	0.00644492636977941
chr16	46789722	46790335	614	*	4.48979657794771	5.07808060832115	4.07142988417904	0.830299985485006	0.00097446318699111	0.00651705904891016
chr13	34719152	34719552	401	*	3.86228596553633	4.50788144260503	3.38395501060447	0.936257376182184	0.000982492474503571	0.00656622299730337
chr7	120404019	120404419	401	*	2.08859373524682	3.08076676408981	1.10412142832752	1.43266005492623	0.000992491472632882	0.00661934395384079
chr11	88692361	88692761	401	*	3.20212409961245	4.03493758847984	2.4876381558389	1.1237788211066	0.000997552695885221	0.00663938165426287
chr17	79993540	79993940	401	*	3.96515727280384	4.63649331778962	3.45824391226377	0.955128507391408	0.00101723138997955	0.00672414251232901
chr8	59630860	59631260	401	*	3.9270116089766	4.57717982486049	3.44368119871043	0.920938975576253	0.00102892309952004	0.00677947904739716
chr13	109331963	109332363	401	*	3.68051801550147	4.35870915655382	3.16580856095835	0.94413938134573	0.00106444897386326	0.00696494855600797
chr15	23860294	23860694	401	*	2.10309710143256	3.08281603045333	1.1428234563557	1.4546749809275	0.00106709223789496	0.00697271239773379
chr1	59446292	59446692	401	*	2.70950525526909	3.54740010196213	1.98756134510629	1.27665202592291	0.0010984122658121	0.00712937291027105
chr9	33794572	33794972	401	*	3.12586182640021	3.91190579980645	2.47710608612273	1.12426849209432	0.00111378272474946	0.00720499125348946
chr4	22630250	22630650	401	*	1.83204987143382	2.78665381363243	0.918769087448276	1.52581348985135	0.0011519965504957	0.00738314665453365
chr14	27334917	27335317	401	*	1.83139748008095	2.87892886240618	0.731361988451252	1.55964328687477	0.00115898288795287	0.00741318592245439
chr1	8629459	8629859	401	*	1.89951652639384	2.98511260941391	0.711394973245337	1.54075391611394	0.00122099253691683	0.00768297058317256
chr9	100411585	100411985	401	*	2.3837345380046	3.31135204498505	1.51843890007656	1.37411110872749	0.0012321531532173	0.0077381135770145
chr13	80048788	80049188	401	*	3.82321327390406	4.51558501831101	3.2921219635682	0.951316499226765	0.00125585340011518	0.00785638522397636
chr13	42720399	42720799	401	*	2.56376325832065	3.41882790963049	1.81613069839587	1.21666359151653	0.0012658522100241	0.00790361882777133
chr1	187001668	187002068	401	*	1.87823341014102	2.96450826060905	0.68846938647529	1.53188055621845	0.00130578693299579	0.00805942680632965
chr7	38880357	38880757	401	*	2.00734990537781	2.96305293416582	1.09206114371981	1.50473085897056	0.00134041639663583	0.00818448447983695
chr13	89273143	89273543	401	*	1.7000132924926	2.78864548129152	0.504524418342087	1.59267002715597	0.0013589651028743	0.00826646862828812
chr11	10681795	10682195	401	*	1.3534770391921	2.69482941464126	0	2.0957423241514	0.00136287237344416	0.00827720521547179
chr11	35425645	35426045	401	*	2.85350669791831	3.66709576576519	2.16666148218419	1.13693450552803	0.00139256172525481	0.00841795739536051
chr20	40738825	40739225	401	*	2.20720373020673	3.14014891956629	1.33263068227656	1.36876042403286	0.00148093072163121	0.00878758156144399
chr6	155541686	155542086	401	*	2.72048941242943	3.57795670127908	1.96920065138486	1.21093931084268	0.00151695944899448	0.00896839762152783
chr8	63286721	63287121	401	*	2.29730422398197	3.21164207571343	1.45473106056742	1.29899409981857	0.00155680030562872	0.00917034924556479
chr3	128577743	128578143	401	*	3.3156921173391	4.06471234617772	2.71551828428226	0.996401347562402	0.00156534004484607	0.00921504741294187
chr8	93991430	93991830	401	*	5.3795856293693	5.88744664127063	5.03773730925912	0.726800558056369	0.00156990427655424	0.0092306939976632
chr4	129323702	129324102	401	*	3.27954459867356	4.03577631345516	2.67013190570342	1.02537279655363	0.00157543347125035	0.00924636226399296
chr14	59161517	59161917	401	*	3.05932303120937	3.77770443454772	2.49725909911973	1.05645578393621	0.00158647540501756	0.00928865043663242
chr4	25088223	25088623	401	*	5.1796860084969	5.67409029362935	4.84985654892303	0.712113552604652	0.00163027206237625	0.00948310565518364
chr7	148042970	148043370	401	*	2.79061177515738	3.64107614540272	2.0499370546006	1.12151137687814	0.00163807432298745	0.00950456066136037
chr9	82668845	82669245	401	*	3.08327095252603	3.84588686445557	2.46559062436969	1.04137937557909	0.00166420180786845	0.00959864818784874
chr6	80638674	80639074	401	*	3.52341933794689	4.18300012826275	3.02969267394205	0.930141459579202	0.00173303658362876	0.009930607263823
chr11	96177177	96177577	401	*	3.32703689175713	3.99425722308193	2.82476638742863	1.02638082120936	0.00175000903509981	0.0100100930277062
chr18	111260	111660	401	*	4.65252695267942	5.16153258060584	4.30964647628334	0.742246319294446	0.00179686331105468	0.0102161436328073
chr8	113145088	113145488	401	*	1.87917671640937	2.9408798790782	0.747240246379936	1.49766948227446	0.00180632497055469	0.0102354891836463
chr11	88105639	88106039	401	*	3.26582788809717	3.9527424423477	2.74108201577193	0.960362827876205	0.00182802496012902	0.0103161968029659
chr6	148226345	148226745	401	*	2.27911012220386	3.19326362764847	1.43684842625275	1.28414453699921	0.00184066731997613	0.0103694138025881
chr10	48599671	48600071	401	*	2.83354975725646	3.64246618676691	2.1532888984355	1.12498591077908	0.00189756044053675	0.0105730582889286
chr10	113299053	113299453	401	*	2.80460246620561	3.65509379483747	2.06388713362202	1.16084968918556	0.00199209267586191	0.0109797526881313
chr14	48747650	48748050	401	*	3.07149351802103	3.81151802938155	2.48269822758387	1.00769730981376	0.0020303327924785	0.0111397975990718
chr8	30479334	30479734	401	*	3.39165522021835	4.08207503137524	2.86283951930842	0.973729808241203	0.00210106493369964	0.0114629367988436
chr12	28190613	28191013	401	*	4.81506332526015	5.30690537136456	4.48749841736013	0.697787800974945	0.00212025528668936	0.0115286649052778
chr8	122127092	122127492	401	*	2.37129927464189	3.31183521095036	1.48334402993182	1.22117113197246	0.00215256141267491	0.0116454774973988
chr10	62083363	62083763	401	*	2.69499896034808	3.55005793628347	1.94737501873721	1.1092069774503	0.00217482411704154	0.0117485936987723
chr5	111668700	111669100	401	*	3.42147065296524	4.11169788851968	2.89287910012706	0.944645507686212	0.00220013137008751	0.0118498732969563
chr9	12814343	12814743	401	*	5.17046099779962	5.63861804937996	4.86347621429076	0.697598794723599	0.002233035180515	0.0119954318237634
chr13	79085061	79085461	401	*	2.20519077460194	3.11911065305804	1.36332365597253	1.25022211506933	0.00231107679289709	0.0123104882631548
chr6	107824416	107824816	401	*	4.24070508662198	4.78318532967297	3.86693459261579	0.803984933194843	0.00232481938839756	0.0123497262519155
chr2	4930732	4931132	401	*	2.32585060506767	3.1903847941127	1.56371813096956	1.23923141853612	0.00239154620939925	0.0126348791553859
chr7	104772587	104772987	401	*	2.67302562210463	3.47758614332734	1.99885680730653	1.0777923335471	0.00243424599073852	0.0127837517214272
chr6	37705496	37705896	401	*	4.66232563285104	5.20622710920498	4.2872127748343	0.75748962383138	0.00254712269051125	0.0132472267104785
chr13	47136477	47136877	401	*	2.10009278555724	3.02325761629283	1.24247933577592	1.29602269883768	0.00256910568975643	0.0133375138191477
chr12	4604767	4605167	401	*	5.03877287259777	5.74022977636062	4.49700143741753	0.947194215901166	0.0027996033991556	0.0142691364828541
chr4	171774674	171775074	401	*	3.84488393835334	4.41815492034289	3.4414439715509	0.846428815448578	0.00280395816876025	0.0142763043671263
chr9	127388330	127388730	401	*	3.2880145431789	3.98564264519493	2.75076193184903	0.934573516183415	0.00302188369401442	0.0150379864814161
chr5	125301731	125302131	401	*	1.96752393134398	2.90158562814388	1.09099469222776	1.25222419335356	0.0030372211600733	0.0151065483893939
chr4	8019395	8019795	401	*	2.43082272126411	3.32644654852512	1.61933231924831	1.16849104070967	0.00309297592225802	0.0152896267642403
chr13	102974572	102974972	401	*	2.35822035563721	3.24247429830514	1.56510127278916	1.18554495390703	0.00314111370192397	0.0154487278260191
chr16	10078549	10078949	401	*	3.0974754325422	3.82495116737233	2.52428814162227	0.960252404391662	0.00316622490783945	0.0155354503932507
chr3	122097218	122097618	401	*	2.94498584685171	3.65428749959753	2.39387360167237	0.960904149869232	0.00346797841555018	0.0165456446093871
chr13	74675138	74675538	401	*	2.53539907558995	3.39003725764081	1.78841389083609	1.1144474981958	0.00351058369749674	0.0166936469914538
chr13	40124592	40124992	401	*	2.89593431281527	3.62967545332591	2.3149922710621	1.00786119739099	0.00358371039905524	0.0169373604218892
chr16	77853214	77853614	401	*	3.13938873750874	3.80139218026138	2.64296301600124	0.948136962911926	0.00362627642239065	0.0170552991133711
chr20	14826857	14827257	401	*	2.51574838932483	3.74169325264525	0.918283000135503	1.66066099433747	0.0037104430519438	0.0172832584053299
chr1	148362561	148362961	401	*	3.97490626834024	4.5620249662688	3.5577093444594	0.791121886994405	0.00372650917147979	0.0173247790766252
chr3	147258042	147258442	401	*	1.78210048344095	2.73990497013784	0.862960387242417	1.29411555254653	0.00374436935061313	0.0173882909085545
chr9	109320917	109321317	401	*	4.86590136133087	5.31007280547907	4.5791286437557	0.661401771885822	0.00380076829603445	0.0175688019946528
